Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Stern, S., Linker, S., Vadodaria, K.C., Marchetto, M.C., Gage, F.H.","56785198100;52063505300;16507900000;6602294998;35372693900;","Prediction of response to drug therapy in psychiatric disorders",2018,"Open Biology","8","5", 180031,"","",,4,"10.1098/rsob.180031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047731584&doi=10.1098%2frsob.180031&partnerID=40&md5=090c143779180a12b71a4d242daf977f",Review,"Final",Open Access,Scopus,2-s2.0-85047731584
"Krah, A., Zarco-Zavala, M., McMillan, D.G.G.","6506069414;26637369000;17343778400;","Insights into the regulatory function of the 1 subunit from bacterial F-type ATP synthases: A comparison of structural, biochemical and biophysical data",2018,"Open Biology","8","5", 170275,"","",,5,"10.1098/rsob.170275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047731479&doi=10.1098%2frsob.170275&partnerID=40&md5=bf408ce6d07d2a8a305e3f705ef8ea24",Review,"Final",Open Access,Scopus,2-s2.0-85047731479
"Campbell, K.J., Tait, S.W.G.","7402004384;7006613318;","Targeting BCL-2 regulated apoptosis in cancer",2018,"Open Biology","8","5", 180002,"","",,31,"10.1098/rsob.180002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047730389&doi=10.1098%2frsob.180002&partnerID=40&md5=63fe4eea88b6c41f20e77d20a3740857",Review,"Final",Open Access,Scopus,2-s2.0-85047730389
"Munder, A., Rothschuh, J., Schirmer, B., Klockgether, J., Kaever, V., Tümmler, B., Seifert, R., Kloth, C.","56041349400;57202133359;53867246600;6506902929;7004018370;7005547970;7102142055;56922025200;","The Pseudomonas aeruginosa ExoY phenotype of high-copy-number recombinants is not detectable in natural isolates",2018,"Open biology","8","1",,"","",,3,"10.1098/rsob.170250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047267678&doi=10.1098%2frsob.170250&partnerID=40&md5=6fbbd7e7ab58033671237f64a99eda09",Article,"Final",Open Access,Scopus,2-s2.0-85047267678
"Han, X., Sun, R., Sandalova, T., Achour, A.","57201732514;55438239400;6701729204;7005470754;","Structural and functional studies of Spr1654: an essential aminotransferase in teichoic acid biosynthesis in Streptococcus pneumoniae",2018,"Open Biology","4","8", 170248,"","",,,"10.1098/rsob.170248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045932597&doi=10.1098%2frsob.170248&partnerID=40&md5=400ed4814be5873294168901a6e7abae",Article,"Final",Open Access,Scopus,2-s2.0-85045932597
"Sun, X., Fu, X., Du, M., Zhu, M.-J.","57191658556;7402204982;35301889300;7402909026;","Ex vivo gut culture for studying differentiation and migration of small intestinal epithelial cells",2018,"Open Biology","4","8", 170256,"","",,2,"10.1098/rsob.170256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045926636&doi=10.1098%2frsob.170256&partnerID=40&md5=57c6149b4cef3abb9f886dc7a2c93b17",Article,"Final",Open Access,Scopus,2-s2.0-85045926636
"Zhao, Y., Liu, J., Chen, F., Feng, X.-H.","56364479200;57201381501;56542080700;7403047099;","C-terminal domain small phosphatase-like 2 promotes epithelial-to-mesenchymal transition via Snail dephosphorylation and stabilization",2018,"Open Biology","4","8", 170274,"","",,1,"10.1098/rsob.170274","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045923185&doi=10.1098%2frsob.170274&partnerID=40&md5=a2d9383ef62b6f516361f9a83a22ab0d",Article,"Final",Open Access,Scopus,2-s2.0-85045923185
"Wang, F., Salvati, A., Boya, P.","56703825000;7004963624;6602475905;","Lysosome-dependent cell death and deregulated autophagy induced by amine-modified polystyrene nanoparticles",2018,"Open Biology","4","8", 170271,"","",,8,"10.1098/rsob.170271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045906242&doi=10.1098%2frsob.170271&partnerID=40&md5=62238fc55db87abc772b1f176527e285",Article,"Final",Open Access,Scopus,2-s2.0-85045906242
"Wang, Y., Yuan, C.-C., Kazmierczak, K., Szczesna-Cordary, D., Burghardt, T.P.","55613823000;54789358000;6603143582;6701344319;7004835263;","Single cardiac ventricular myosins are autonomous motors",2018,"Open Biology","4","8", 170240,"","",,7,"10.1098/rsob.170240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045548927&doi=10.1098%2frsob.170240&partnerID=40&md5=0b9f934f8e6cb85330b713504a43ca2f",Article,"Final",Open Access,Scopus,2-s2.0-85045548927
"Bresson, S., Tollervey, D.","57196350737;7005480769;","Surveillance-ready transcription: Nuclear RNA decay as a default fate",2018,"Open Biology","8","3", 170270,"","",,4,"10.1098/rsob.170270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045154328&doi=10.1098%2frsob.170270&partnerID=40&md5=0cb00ec6f7e732d0656e2af7ed7b3089",Review,"Final",Open Access,Scopus,2-s2.0-85045154328
"Bultmann, S., Stricker, S.H.","35336217800;8977007500;","Entering the post-epigenomic age: Back to epigenetics",2018,"Open Biology","8","3", 180013,"","",,2,"10.1098/rsob.180013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045146117&doi=10.1098%2frsob.180013&partnerID=40&md5=f59dca19403035d461c11f50bb27b732",Article,"Final",Open Access,Scopus,2-s2.0-85045146117
"Sajiki, K., Tahara, Y., Villar-Briones, A., Pluskal, T., Teruya, T., Mori, A., Hatanaka, M., Ebe, M., Nakamura, T., Aoki, K., Nakaseko, Y., Yanagida, M.","34877668500;57201499947;35799249500;36605063900;57201502515;53980254800;16401268200;23027646900;57192300441;37036832100;7003854368;56353468100;","Genetic defects in SAPK signalling, chromatin regulation, vesicle transport and CoA-related lipid metabolism are rescued by rapamycin in fission yeast",2018,"Open Biology","8","3", 170261,"","",,3,"10.1098/rsob.170261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045142999&doi=10.1098%2frsob.170261&partnerID=40&md5=0a0d692ee2fa75d9939b49f8d30a3303",Article,"Final",Open Access,Scopus,2-s2.0-85045142999
"Takizawa, Y., Tanaka, H., Machida, S., Koyama, M., Maehara, K., Ohkawa, Y., Wade, P.A., Wolf, M., Kurumizaka, H.","8124459600;56512739700;36762916300;36168161600;54380336700;8415064400;7102389866;56589389100;7003474574;","Cryo-EM structure of the nucleosome containing the ALB1 enhancer DNA sequence",2018,"Open Biology","8","3", 170255,"","",,5,"10.1098/rsob.170255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045136109&doi=10.1098%2frsob.170255&partnerID=40&md5=f66bb89121e1926b9d7550eb4a093f4e",Article,"Final",Open Access,Scopus,2-s2.0-85045136109
"Knickmeyer, M.D., Mateo, J.L., Eckert, P., Roussa, E., Rahhal, B., Zuniga, A., Krieglstein, K., Wittbrodt, J., Heermann, S.","57201502025;15725485000;57201500680;6603928690;6504497825;7005078150;7006511219;7006358613;25225699200;","TGFb-facilitated optic fissure fusion and the role of bone morphogenetic protein antagonism",2018,"Open Biology","8","3", 170134,"","",,4,"10.1098/rsob.170134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045135448&doi=10.1098%2frsob.170134&partnerID=40&md5=ebe4e5c4378004c5f698f3c1c0f7a96e",Article,"Final",Open Access,Scopus,2-s2.0-85045135448
"Kyle, S.M., Vashi, N., Justice, M.J.","56004453800;57201276022;7006288500;","Rett syndrome: A neurological disorder with metabolic components",2018,"Open Biology","8","2", 170216,"","",,11,"10.1098/rsob.170216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044171696&doi=10.1098%2frsob.170216&partnerID=40&md5=5725cbfc3bd199b8f20519afff8db8d9",Review,"Final",Open Access,Scopus,2-s2.0-85044171696
"Lin, H., Zhang, Z., Iomini, C., Dutcher, S.K.","15728297100;55837949400;6507249850;7003962500;","Identifying RNA splicing factors using IFT genes in Chlamydomonas reinhardtii",2018,"Open Biology","8","3", 170211,"","",,1,"10.1098/rsob.170211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044169712&doi=10.1098%2frsob.170211&partnerID=40&md5=37c4ddca3608d48b6d12f7172f8820a0",Article,"Final",Open Access,Scopus,2-s2.0-85044169712
"Arquint, C., Cubizolles, F., Morand, A., Schmidt, A., Nigg, E.A.","54895211500;6506023743;56971045200;35243172100;35433130400;","The SKP1-Cullin-F-box E3 ligase βTrCP and CDK2 cooperate to control STIL abundance and centriole number",2018,"Open Biology","8","2", 170253,"","",,,"10.1098/rsob.170253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044164908&doi=10.1098%2frsob.170253&partnerID=40&md5=1a24a37a3672e6f06aec8210739531d4",Article,"Final",Open Access,Scopus,2-s2.0-85044164908
"Farache, D., Emorine, L., Haren, L., Merdes, A.","57191421220;57206893880;6602677615;6701311824;","Assembly and regulation of γ-tubulin complexes",2018,"Open Biology","8","3", 170266,"","",,7,"10.1098/rsob.170266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044132432&doi=10.1098%2frsob.170266&partnerID=40&md5=4baa1b6f2513a6c52b47b1216d132cf0",Article,"Final",Open Access,Scopus,2-s2.0-85044132432
[No author name available],[No author id available],"Retraction: MHF1-2/CENP-S-X performs distinct roles in centromere metabolism and genetic recombination (Open Biology (2013) 3 (130102) DOI: 10.1098/rsob.130102)",2018,"Open Biology","8","2", 180010,"","",,,"10.1098/rsob.180010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044124554&doi=10.1098%2frsob.180010&partnerID=40&md5=416253a313bb745df37e7174a7671938",Erratum,"Final",Open Access,Scopus,2-s2.0-85044124554
"Held, R.G., Kaeser, P.S.","56354794800;7003548546;","ELKS active zone proteins as multitasking scaffolds for secretion",2018,"Open Biology","8","2", 170258,"","",,3,"10.1098/rsob.170258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044120447&doi=10.1098%2frsob.170258&partnerID=40&md5=faa7b8595097629fde11ad9dd8c5375c",Article,"Final",Open Access,Scopus,2-s2.0-85044120447
"Sade, D., Shaham-Niv, S., Arnon, Z.A., Tavassoly, O., Gazit, E.","55896964600;57190073902;56955518400;24544984000;55892224300;","Seeding of proteins into amyloid structures by metabolite assemblies may clarify certain unexplained epidemiological associations",2018,"Open Biology","8","1", 170229,"","",,4,"10.1098/rsob.170229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041080908&doi=10.1098%2frsob.170229&partnerID=40&md5=87f9dccdc7b8e05d2d564aab416b69a2",Article,"Final",Open Access,Scopus,2-s2.0-85041080908
"Varghese, F., Blaza, J.N., Jones, A.J.Y., Jarman, O.D., Hirst, J.","56989502500;6504636290;55884617800;57200379572;7102628554;","Deleting the IF<inf>1</inf>-like ζ subunit from Paracoccus denitrificans ATP synthase is not sufficient to activate ATP hydrolysis",2018,"Open Biology","8","1", 170206,"","",,6,"10.1098/rsob.170206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041052211&doi=10.1098%2frsob.170206&partnerID=40&md5=baf501c33977efff134d5e2a52a33446",Article,"Final",Open Access,Scopus,2-s2.0-85041052211
"Liu, N., Shang, W., Li, C., Jia, L., Wang, X., Xing, G., Zheng, W.","55040736600;57200273725;57194409032;57200281972;57194411073;57194420214;8230258100;","Evolution of the SPX gene family in plants and its role in the response mechanism to phosphorus stress",2018,"Open Biology","8","1", 170231,"","",,3,"10.1098/rsob.170231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040631898&doi=10.1098%2frsob.170231&partnerID=40&md5=6cebf9348615e2bcde3d6ae8f07daf43",Review,"Final",Open Access,Scopus,2-s2.0-85040631898
"Leonard, G., Labarre, A., Milner, D.S., Monier, A., Soanes, D., Wideman, J.G., Maguire, F., Stevens, S., Sain, D., Grau-Bové, X., Sebé-Pedrós, A., Stajich, J.E., Paszkiewicz, K., Brown, M.W., Hall, N., Wickstead, B., Richards, T.A.","35170262400;56989649700;35090335000;23470036900;6507117101;36467227000;56118405300;24725792300;36060338800;55980817300;36115427700;7003427286;14029120400;23027077600;35370775100;6602380992;8719739900;","Comparative genomic analysis of the ‘pseudofungus’ Hyphochytrium catenoides",2018,"Open Biology","8","1", 170184,"","",,4,"10.1098/rsob.170184","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040622402&doi=10.1098%2frsob.170184&partnerID=40&md5=85df031182b5ff82fc97154c2790b537",Article,"Final",Open Access,Scopus,2-s2.0-85040622402
"Beer, K., Kolbe, E., Kahana, N.B., Yayon, N., Weiss, R., Menegazzi, P., Bloch, G., Helfrich-Förster, C.","57190075285;57200280815;57200280563;56313789500;57199318840;55178050000;7005864342;6603908038;","Pigment-Dispersing Factor-expressing neurons convey circadian information in the honey bee brain",2018,"Open Biology","8","1", 170224,"","",,3,"10.1098/rsob.170224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040615278&doi=10.1098%2frsob.170224&partnerID=40&md5=d7320756c537fca29e90176c2ebfbf0f",Article,"Final",Open Access,Scopus,2-s2.0-85040615278
"Lamb, T.D., Patel, H.R., Chuah, A., Hunt, D.M.","7006034871;35076381300;6505974145;7402464762;","Evolution of the shut-off steps of vertebrate phototransduction",2018,"Open Biology","8","1", 170232,"","",,2,"10.1098/rsob.170232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040568910&doi=10.1098%2frsob.170232&partnerID=40&md5=aaafa6ccd6490f44165db7d617412ef7",Article,"Final",Open Access,Scopus,2-s2.0-85040568910
"Ribeiro, A., Monteiro, J.F., Certal, A.C., Cristovão, A.M., Saúde, L.","57198487027;56152224700;6507741342;56315830100;56050483200;","Foxj1a is expressed in ependymal precursors, controls central canal position and is activated in new ependymal cells during regeneration in zebrafish",2017,"Open Biology","7","11", 3925786,"","",,4,"10.1098/rsob.170139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041117418&doi=10.1098%2frsob.170139&partnerID=40&md5=eba3118063bd2677e20e74d01fdbc3c6",Article,"Final",Open Access,Scopus,2-s2.0-85041117418
"Mihajlović, A.I., Bruce, A.W.","26537888900;7202888991;","The first cell-fate decision of mouse preimplantation embryo development: Integrating cell position and polarity",2017,"Open Biology","7","11", 170210,"","",,7,"10.1098/rsob.170210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040926947&doi=10.1098%2frsob.170210&partnerID=40&md5=c568d467c806bd76c6a77cb0bdac96c0",Review,"Final",Open Access,Scopus,2-s2.0-85040926947
"Alfieri, C., Zhang, S., Barford, D.","41461076800;57189259346;7007058179;","Visualizing the complex functions and mechanisms of the anaphase promoting complex/cyclosome (APC/C)",2017,"Open Biology","7","11", 170204,"","",,18,"10.1098/rsob.170204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040917857&doi=10.1098%2frsob.170204&partnerID=40&md5=4554197d7702d5e5e70832a3778421e4",Review,"Final",Open Access,Scopus,2-s2.0-85040917857
"Lee, A., Rayner, S.L., De Luca, A., Gwee, S.S.L., Morsch, M., Sundaramoorthy, V., Shahheydari, H., Ragagnin, A., Shi, B., Yang, S., Williams, K.L., Don, E.K., Walker, A.K., Zhang, K.Y., Yerbury, J.J., Cole, N.J., Atkin, J.D., Blair, I.P., Molloy, M.P., Chung, R.S.","55229133200;56967748600;57195553772;57193153524;26534654500;55572160300;36098274900;55819339700;35724566300;36674281500;57192268431;37112105700;36985469700;57199358907;9739159000;7102386543;7003599439;7103362406;7102425914;7202439609;","Casein kinase II phosphorylation of cyclin F at serine 621 regulates the Lys48-ubiquitylation E3 ligase activity of the SCF(cyclin F) complex",2017,"Open Biology","7","10", 170058,"","",,4,"10.1098/rsob.170058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037045093&doi=10.1098%2frsob.170058&partnerID=40&md5=578dae738513d75ad8b0629e4b365a6a",Article,"Final",Open Access,Scopus,2-s2.0-85037045093
"Monneau, Y.R., Luo, L., Viji Sankaranarayanan, N., Nagarajan, B., Vivès, R.R., Baleux, F., Desai, U.R., Arenzana-Seidedos, F., Lortat-Jacob, H.","57194686075;57191890629;57198492744;57191278784;7003632340;6701913982;35483488700;57198517611;7004563964;","Solution structure of CXCL13 and heparan sulfate binding show that GAG binding site and cellular signalling rely on distinct domains",2017,"Open Biology","7","10", 170133,"","",,8,"10.1098/rsob.170133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036671155&doi=10.1098%2frsob.170133&partnerID=40&md5=04779237a44ac6f41f3e22b9bb01a30f",Article,"Final",Open Access,Scopus,2-s2.0-85036671155
"Kitazoe, Y., Hasegawa, M., Tanaka, M., Futami, M., Futami, J.","6603746904;36056385500;7408427282;35810102700;6601960660;","Mitochondrial determinants of mammalian longevity",2017,"Open Biology","7","10", 170083,"","",,1,"10.1098/rsob.170083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036668220&doi=10.1098%2frsob.170083&partnerID=40&md5=9d4dd73b1a03e00c0166f95799896d16",Article,"Final",Open Access,Scopus,2-s2.0-85036668220
"Melnikova, L., Kostyuchenko, M., Molodina, V., Parshikov, A., Georgiev, P., Golovnin, A.","7004173335;6506193805;57191054172;6603791517;7102009868;6602328709;","Multiple interactions are involved in a highly specific association of the Mod(mdg4)-67.2 isoform with the Su(Hw) sites in Drosophila",2017,"Open Biology","7","10", 170150,"","",,4,"10.1098/rsob.170150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036661242&doi=10.1098%2frsob.170150&partnerID=40&md5=23ee0cd51ff1d970daf92d0d735649e2",Article,"Final",Open Access,Scopus,2-s2.0-85036661242
"Hofmann, S., Dehn, S., Businger, R., Bolduan, S., Schneider, M., Debyser, Z., Brack-Werner, R., Schindler, M.","57198512211;57198491637;57190279895;37561103400;34977392800;7004719668;7004196231;35337858900;","Dual role of the chromatin-binding factor PHF13 in the pre- and post-integration phases of HIV-1 replication",2017,"Open Biology","7","10", 170115,"","",,2,"10.6084/m9.figshare.c.3887824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036614163&doi=10.6084%2fm9.figshare.c.3887824&partnerID=40&md5=0342035a79b1f16e17782db529cfaab3",Article,"Final",,Scopus,2-s2.0-85036614163
"Noto, T., Mochizuki, K.","7005267522;7201852925;","Whats, hows and whys of programmed DNA elimination in Tetrahymena",2017,"Open Biology","7","10", 170172,"","",,12,"10.1098/rsob.170172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036608778&doi=10.1098%2frsob.170172&partnerID=40&md5=bb52c9bd618c94a552064283b5cf2f50",Review,"Final",Open Access,Scopus,2-s2.0-85036608778
"Geoghegan, J.L., Holmes, E.C.","47961707700;55535773400;","Predicting virus emergence amid evolutionary noise",2017,"Open Biology","7","10", 170189,"","",,31,"10.1098/rsob.170189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032445057&doi=10.1098%2frsob.170189&partnerID=40&md5=a48e8645bb2e53a8958bb5ae9a21b20e",Article,"Final",Open Access,Scopus,2-s2.0-85032445057
"Yang, Y., He, Y., Wang, X., Liang, Z., He, G., Zhang, P., Zhu, H., Xu, N., Liang, S.","35095766000;57191489868;57191494296;56857052500;57201851849;55547109494;9235935100;55771049200;23668187700;","Protein SUMOylation modification and its associations with disease",2017,"Open Biology","7","10", 170167,"","",,15,"10.1098/rsob.170167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031123790&doi=10.1098%2frsob.170167&partnerID=40&md5=eac7539d3ee656c88edf8ec920126a5d",Review,"Final",Open Access,Scopus,2-s2.0-85031123790
"Sunter, J., Gull, K.","23989763200;7004312188;","Shape, form, function and Leishmania pathogenicity: from textbook descriptions to biological understanding",2017,"Open biology","7","9",,"","",,8,"10.1098/rsob.170165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047180368&doi=10.1098%2frsob.170165&partnerID=40&md5=2b5e9f245a34bbb5fd4ed52ef27fff17",Review,"Final",Open Access,Scopus,2-s2.0-85047180368
"Chang, M., Lv, H., Zhang, W., Ma, C., He, X., Zhao, S., Zhang, Z.-W., Zeng, Y.-X., Song, S., Niu, Y., Tong, W.-M.","57202094204;57202087943;57194578183;57202090413;57202097877;57202093021;57202090851;7402981579;23006686100;56423076900;7202449320;","Region-specific RNA m6A methylation represents a new layer of control in the gene regulatory network in the mouse brain",2017,"Open biology","7","9",,"","",,15,"10.1098/rsob.170166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044572641&doi=10.1098%2frsob.170166&partnerID=40&md5=99fa55bb62333d5dbe9a1c7d3083e51b",Article,"Final",Open Access,Scopus,2-s2.0-85044572641
"Wyllie, A.L., Pannekoek, Y., Bovenkerk, S., van Engelsdorp Gastelaars, J., Ferwerda, B., van de Beek, D., Sanders, E.A.M., Trzciński, K., van der Ende, A.","55634035900;6602804891;55780737600;57188873450;23027393200;55872745900;57000980800;7004034209;7007055960;","Sequencing of the variable region of rpsB to discriminate between Streptococcus pneumoniae and other streptococcal species",2017,"Open biology","7","9",,"","",,5,"10.1098/rsob.170074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042715526&doi=10.1098%2frsob.170074&partnerID=40&md5=08f0c47a9ec0d04de6cc02a62a0af8c7",Article,"Final",Open Access,Scopus,2-s2.0-85042715526
"Zhiteneva, A., Bonfiglio, J.J., Makarov, A., Colby, T., Vagnarelli, P., Schirmer, E.C., Matic, I., Earnshaw, W.C.","36195018900;19337292500;56499968500;7103003136;57196032243;7004439125;57201599481;7102230459;","Mitotic post-translational modifications of histones promote chromatin compaction in vitro",2017,"Open biology","7","9",,"","",,5,"10.1098/rsob.170076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041887780&doi=10.1098%2frsob.170076&partnerID=40&md5=63f28f979a08dce8c6337a90cf33507b",Article,"Final",Open Access,Scopus,2-s2.0-85041887780
"Llinàs-Arias, P., Esteller, M.","57195275817;14719291800;","Epigenetic inactivation of tumour suppressor coding and non-coding genes in human cancer: an update",2017,"Open biology","7","9",,"","",,12,"10.1098/rsob.170152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041477103&doi=10.1098%2frsob.170152&partnerID=40&md5=cab2dce7ad9aca82a99d42cc3e6fa2f4",Review,"Final",Open Access,Scopus,2-s2.0-85041477103
"Sarkar, S., Ryan, E.L., Royle, S.J.","57198931886;57209152307;8768580400;","FGFR3-TACC3 cancer gene fusions cause mitotic defects by removal of endogenous TACC3 from the mitotic spindle",2017,"Open biology","7","8",,"","",,2,"10.1098/rsob.170080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047754139&doi=10.1098%2frsob.170080&partnerID=40&md5=6ffea3eeb26459df38c81eb8f99d2b7a",Article,"Final",Open Access,Scopus,2-s2.0-85047754139
"Rossi, F., Molnar, C., Hashiyama, K., Heinen, J.P., Pampalona, J., Llamazares, S., Reina, J., Hashiyama, T., Rai, M., Pollarolo, G., Fernández-Hernández, I., Gonzalez, C.","56188118600;8316544400;23099852000;57202291387;15521088800;6602901230;36855898100;57202289066;57193342978;56785652300;56161868600;7403372024;","An in vivo genetic screen in Drosophila identifies the orthologue of human cancer/testis gene SPO11 among a network of targets to inhibit lethal(3)malignant brain tumour growth",2017,"Open biology","7","8",,"","",,4,"10.1098/rsob.170156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045527839&doi=10.1098%2frsob.170156&partnerID=40&md5=3b7e01ee39d2c5f8e4294dcde0d506c7",Article,"Final",Open Access,Scopus,2-s2.0-85045527839
"Mustfa, S.A., Singh, M., Suhail, A., Mohapatra, G., Verma, S., Chakravorty, D., Rana, S., Rampal, R., Dhar, A., Saha, S., Ahuja, V., Srikanth, C.V.","57204625263;57204622053;57052918800;56769430400;56720023900;57188862038;56768941800;57185442600;57193851257;57204626666;24176922100;6506700831;","SUMOylation pathway alteration coupled with downregulation of SUMO E2 enzyme at mucosal epithelium modulates inflammation in inflammatory bowel disease",2017,"Open biology","7","6",,"","",,1,"10.1098/rsob.170024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056384678&doi=10.1098%2frsob.170024&partnerID=40&md5=8f9f689273d7d5446a0fb377ab72ba1c",Article,"Final",Open Access,Scopus,2-s2.0-85056384678
"Staley, J.T.","35584784400;","Domain Cell Theory supports the independent evolution of the Eukarya, Bacteria and Archaea and the Nuclear Compartment Commonality hypothesis",2017,"Open biology","7","6",,"","",,2,"10.1098/rsob.170041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056377670&doi=10.1098%2frsob.170041&partnerID=40&md5=532c3b6f53ebd8e7211945f78ed3a6dc",Article,"Final",Open Access,Scopus,2-s2.0-85056377670
"Rafie, K., Raimi, O., Ferenbach, A.T., Borodkin, V.S., Kapuria, V., van Aalten, D.M.F.","55998641600;23019531700;6505797382;56565120200;15064260400;7004711938;","Recognition of a glycosylation substrate by the O-GlcNAc transferase TPR repeats",2017,"Open biology","7","6",,"","",,13,"10.1098/rsob.170078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047343663&doi=10.1098%2frsob.170078&partnerID=40&md5=aec19fcb7d98a109ae654463308405c6",Article,"Final",Open Access,Scopus,2-s2.0-85047343663
"Mojarad, B.A., Gupta, G.D., Hasegan, M., Goudiam, O., Basto, R., Gingras, A.-C., Pelletier, L.","55989335700;57197503302;55976964900;57204627026;6507644942;7003712519;57204303787;","CEP19 cooperates with FOP and CEP350 to drive early steps in the ciliogenesis programme",2017,"Open biology","7","6",,"","",,13,"10.1098/rsob.170114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044552385&doi=10.1098%2frsob.170114&partnerID=40&md5=d0f1c713182e315dd1f63570794f80c8",Article,"Final",Open Access,Scopus,2-s2.0-85044552385
"Haq, S., Ramakrishna, S.","57196374480;55553738674;","Deubiquitylation of deubiquitylases",2017,"Open biology","7","6",,"","",,4,"10.1098/rsob.170016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032801978&doi=10.1098%2frsob.170016&partnerID=40&md5=88b089ffb5cc7e8f6febc9da682fa0d8",Review,"Final",Open Access,Scopus,2-s2.0-85032801978
"Tekeli, I., Garcia-Puig, A., Notari, M., García-Pastor, C., Aujard, I., Jullien, L., Raya, A.","57189595368;57202369185;13614097100;57202368576;6506503282;7004097182;7004107275;","Fate predetermination of cardiac myocytes during zebrafish heart regeneration",2017,"Open Biology","7","6", 170116,"","",,,"10.1098/rsob.170116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048039120&doi=10.1098%2frsob.170116&partnerID=40&md5=c8849d0bcebc20b995c7c007b04baeb3",Article,"Final",Open Access,Scopus,2-s2.0-85048039120
"Salemi, L.M., Maitland, M.E.R., McTavish, C.J., Schild-Poulter, C.","56523084300;57194687677;57200534459;57203314788;","Cell signalling pathway regulation by RanBPM: Molecular insights and disease implications",2017,"Open Biology","7","6", 170081,"","",,11,"10.1098/rsob.170081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041523260&doi=10.1098%2frsob.170081&partnerID=40&md5=6ac003af7d346b9b05bc65b332fcc973",Review,"Final",Open Access,Scopus,2-s2.0-85041523260
"Dzhindzhev, N.S., Tzolovsky, G., Lipinszki, Z., Abdelaziz, M., Debski, J., Dadlez, M., Glover, D.M.","9273831500;6505800800;8962712700;57200115217;57202617244;6603847057;35598057300;","Two-step phosphorylation of Ana2 by Plk4 is required for the sequential loading of Ana2 and Sas6 to initiate procentriole formation",2017,"Open Biology","7","12", 170247,"","",,14,"10.1098/rsob.170247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039760657&doi=10.1098%2frsob.170247&partnerID=40&md5=d7d4a2d04fc011544652e7d3bc4c680e",Article,"Final",Open Access,Scopus,2-s2.0-85039760657
